O;22.46470003;4.739694086;53734.37274;0.000418069;6.993392282;221.019071;318.4110691;4.47E+31;3297405.176;20718207.75;1.37E+14;1.50E+20;0.297379789
B;14.20614426;3.769103906;10806.04499;0.001314648;5.251672531;99.11446545;142.7892297;2.82E+31;2622165.588;16475552.29;8.64E+13;7.55E+19;0.373958708
A#1;1.796962374;1.340508252;7.77833141;0.231021575;1.442403823;2.659174754;3.830939441;3.57E+30;932591.5911;5859645.783;1.09E+13;3.40E+18;1.051458821
A#2;2.068966756;1.438390335;12.73905738;0.162411291;1.575237149;3.403081141;4.902647991;4.11E+30;1000688.156;6287509.12;1.26E+13;4.20E+18;0.979907326
A#3;1.423146044;1.192956849;3.438532585;0.413881797;1.246754426;1.768032441;2.547115492;2.83E+30;829940.0799;5214667.316;8.66E+12;2.39E+18;1.181508977
A#4;1.879485081;1.370943136;9.101984454;0.206491792;1.483454744;2.876548509;4.144098886;3.74E+30;953765.1394;5992683.11;1.14E+13;3.63E+18;1.028116477
A#5;1.968673051;1.403094099;10.70551556;0.183893344;1.527068426;3.11966134;4.494339325;3.91E+30;976132.5648;6133221.789;1.20E+13;3.90E+18;1.004557875
F#1;1.236948891;1.11218204;2.10489843;0.587652531;1.142141329;1.383309086;1.992863887;2.46E+30;773745.0454;4861583.501;7.52E+12;1.94E+18;1.267318816
F#2;1.199033367;1.095003821;1.887597707;0.635216584;1.120132874;1.309961036;1.887195037;2.38E+30;761794.1579;4786493.86;7.29E+12;1.85E+18;1.287200282
F#3;1.233221868;1.110505231;2.082784133;0.592102585;1.139989263;1.376023299;1.98236762;2.45E+30;772578.4892;4854253.812;7.50E+12;1.93E+18;1.269232406
F#4;1.159473883;1.07678869;1.678469279;0.690792436;1.096890074;1.235265624;1.779585111;2.31E+30;749121.8915;4706871.662;7.05E+12;1.76E+18;1.308974769
F#5;1.152209686;1.073410306;1.641951505;0.701731861;1.092589949;1.221754143;1.760119799;2.29E+30;746771.5502;4692104.032;7.01E+12;1.74E+18;1.313094553
F#6;1.123348299;1.059881267;1.502451677;0.747676825;1.075403685;1.16870234;1.683690733;2.23E+30;737359.3972;4632965.731;6.83E+12;1.68E+18;1.329855778
F#7;1.314732531;1.146617866;2.605739113;0.504552633;1.186515404;1.539108099;2.217315695;2.61E+30;797702.0496;5012109.798;8.00E+12;2.13E+18;1.229258036
F#8;1.140121861;1.067764891;1.582448031;0.720479813;1.085411818;1.199411989;1.72793258;2.27E+30;742844.0344;4667426.722;6.93E+12;1.72E+18;1.32003706
F#9;1.341914429;1.158410303;2.799219016;0.479388866;1.201788418;1.595225551;2.29816129;2.67E+30;805906.0476;5063657.037;8.16E+12;2.19E+18;1.216744381
F#10;1.115732564;1.056282426;1.467102241;0.760500893;1.07084119;1.154871989;1.66376604;2.22E+30;734855.684;4617234.436;6.79E+12;1.66E+18;1.334386705
F#11;1.066188663;1.03256412;1.251466447;0.851951457;1.040869511;1.066628694;1.536638359;2.12E+30;718354.8585;4513556.692;6.48E+12;1.55E+18;1.365037966
F#12;1.384632105;1.176703916;3.123707716;0.443265578;1.225558364;1.685151117;2.427712533;2.75E+30;818632.9141;5143622.298;8.42E+12;2.30E+18;1.197828279
F#13;1.047670231;1.023557635;1.177026156;0.890099363;1.029533251;1.034419537;1.490236245;2.08E+30;712089.0463;4474187.433;6.37E+12;1.51E+18;1.377049205
F#14;1.167872912;1.080681688;1.7214109;0.678439361;1.101849403;1.250967226;1.802205619;2.32E+30;751830.2507;4723888.784;7.10E+12;1.78E+18;1.304259378
F#15;1.315059236;1.146760322;2.608006111;0.504239323;1.186699672;1.539777467;2.21828002;2.61E+30;797801.1559;5012732.501;8.00E+12;2.13E+18;1.229105332
F#16;1.340206121;1.157672718;2.786766555;0.480917972;1.200831988;1.591673378;2.293043851;2.66E+30;805392.9096;5060432.896;8.15E+12;2.19E+18;1.217519602
F#17;1.105656075;1.051501819;1.421249081;0.777946729;1.064786497;1.136681406;1.637559782;2.20E+30;731529.8152;4596337.387;6.72E+12;1.64E+18;1.340453437
F#18;1.308991926;1.14411185;2.566134334;0.510102651;1.183274771;1.527366817;2.200400622;2.60E+30;795958.6143;5001155.471;7.96E+12;2.11E+18;1.231950553
F#19;1.385624387;1.177125476;3.131549741;0.442472418;1.226107218;1.687265066;2.430757992;2.75E+30;818926.1939;5145465.029;8.43E+12;2.30E+18;1.197399304
F#20;1.30347885;1.141699982;2.528505838;0.515513482;1.180157561;1.516127195;2.184208262;2.59E+30;794280.6778;4990612.685;7.93E+12;2.10E+18;1.234553077
F#21;1.309878043;1.144499036;2.572219454;0.509240392;1.183775341;1.529176681;2.203008001;2.60E+30;796227.9794;5002847.941;7.97E+12;2.11E+18;1.231533782
F#22;1.210089373;1.100040623;1.949220921;0.620806682;1.126577062;1.331172047;1.917752675;2.41E+30;765298.2616;4808510.793;7.36E+12;1.88E+18;1.281306523
F#23;1.330197024;1.153341677;2.714600355;0.490015785;1.195218984;1.570929185;2.263158736;2.64E+30;802379.8047;5041501;8.09E+12;2.16E+18;1.222091644
F#24;1.11218756;1.054603034;1.45085201;0.766575469;1.068713439;1.148458259;1.654526102;2.21E+30;733687.3309;4609893.458;6.76E+12;1.65E+18;1.336511636
F#25;1.333310899;1.154690824;2.736906758;0.487159782;1.196966906;1.577370297;2.272438121;2.65E+30;803318.4062;5047398.407;8.11E+12;2.17E+18;1.220663746
F#26;1.190969846;1.091315649;1.84354049;0.646023156;1.115418848;1.294583292;1.865041094;2.37E+30;759228.2972;4770372.082;7.24E+12;1.83E+18;1.291550458
F#27;1.135117045;1.065418718;1.558268378;0.728447719;1.082431452;1.190213265;1.714680441;2.26E+30;741211.8021;4657171.105;6.90E+12;1.71E+18;1.322943931
G#1;0.888;0.909348537;0.659850242;1.345759907;0.945140033;0.774508784;1.115795885;1.77E+30;632633.7775;3974955.255;5.03E+12;1.06E+18;1.664499268
G#2;0.914;0.930586947;0.729981216;1.252087012;0.958185166;0.814628312;1.173594074;1.82E+30;647409.3391;4067792.847;5.27E+12;1.14E+18;1.598589981
G#3;0.86;0.886336759;0.589854069;1.457987739;0.930865135;0.732277933;1.05495602;1.71E+30;616624.483;3874365.892;4.78E+12;9.82E+17;1.74086033
G#4;0.897;0.916714191;0.683555136;1.312256983;0.949678072;0.788298015;1.135661337;1.78E+30;637758.0627;4007152.089;5.11E+12;1.09E+18;1.641165355
G#5;0.861;0.887161162;0.592258129;1.453758012;0.931379119;0.733768683;1.057103669;1.71E+30;617198.0205;3877969.534;4.79E+12;9.85E+17;1.738030321
G#6;1.016;1.007968253;1.057128978;0.961093699;1.009970218;0.980319511;1.412297057;2.02E+30;701243.5139;4406042.944;6.18E+12;1.44E+18;1.398346844
G#7;0.943;0.954133961;0.814312168;1.158032554;0.972507712;0.86039746;1.239531385;1.87E+30;663790.9967;4170721.837;5.54E+12;1.23E+18;1.530190111
G#8;0.916;0.932215627;0.735587191;1.245263664;0.95918052;0.817750346;1.17809183;1.82E+30;648542.4118;4074912.153;5.29E+12;1.14E+18;1.593705596
G#9;0.805;0.840691593;0.468042813;1.719928128;0.902096594;0.652298602;0.939733818;1.60E+30;584869.141;3674841.194;4.30E+12;8.38E+17;1.909622522
G#10;0.925;0.939535915;0.761195241;1.215194144;0.963645556;0.831862773;1.198422895;1.84E+30;653635.136;4106910.683;5.37E+12;1.17E+18;1.572039068
G#11;1.025;1.012422837;1.090268661;0.94013525;1.015552585;0.995566838;1.434263114;2.04E+30;704342.5674;4425514.871;6.23E+12;1.46E+18;1.392194225
G#12;0.872;0.896217021;0.619166851;1.408344129;0.937012383;0.750252595;1.080851212;1.73E+30;623498.1817;3917554.614;4.89E+12;1.02E+18;1.707413385
G#13;0.922;0.937097408;0.752589619;1.225103265;0.962159755;0.827147134;1.191629311;1.83E+30;651938.6671;4096251.454;5.34E+12;1.16E+18;1.579204858
G#14;0.998;0.99839968;0.993017483;1.005017553;0.999049501;0.950127973;1.368801626;1.98E+30;694586.6572;4364216.679;6.06E+12;1.40E+18;1.41344529
G#15;0.937;0.94927419;0.796321732;1.176660089;0.969563607;0.850840083;1.225762552;1.86E+30;660410.0537;4149478.746;5.48E+12;1.21E+18;1.543925476
G#16;0.921;0.936284221;0.749736588;1.228431444;0.961663924;0.825577808;1.189368461;1.83E+30;651372.9322;4092696.837;5.33E+12;1.16E+18;1.581605907
G#17;0.999;0.99919992;0.996504373;1.002504382;0.999524875;0.951794655;1.371202731;1.99E+30;695143.3843;4367714.699;6.07E+12;1.41E+18;1.411464882
G#18;0.811;0.845700687;0.480366806;1.688293174;0.905284127;0.660830611;0.952025454;1.61E+30;588353.9679;3696737.007;4.35E+12;8.53E+17;1.889872758
G#19;0.909;0.926512124;0.716099864;1.269376026;0.955691767;0.806845634;1.162381959;1.81E+30;644574.4845;4049980.93;5.22E+12;1.12E+18;1.610913882
G#20;0.942;0.95332443;0.811293805;1.161108336;0.972017712;0.858801387;1.237232003;1.87E+30;663227.8056;4167183.204;5.53E+12;1.22E+18;1.532464761
G#21;0.893;0.913442401;0.67294583;1.327001314;0.947664131;0.782156593;1.126813699;1.78E+30;635481.8782;3992850.4;5.07E+12;1.07E+18;1.651466309
G#22;0.818;0.851535274;0.495035749;1.652405915;0.908987308;0.670844616;0.966452128;1.63E+30;592413.0902;3722241.224;4.41E+12;8.71E+17;1.867270068
G#23;0.915;0.931401376;0.732780374;1.248668813;0.958682986;0.816188689;1.17584203;1.82E+30;647975.9374;4071352.889;5.28E+12;1.14E+18;1.596144585
G#24;0.94;0.951704851;0.805281065;1.167294303;0.971036893;0.855613053;1.232638729;1.87E+30;662101.0647;4160103.681;5.51E+12;1.22E+18;1.537031492
G#25;1.031;1.015381702;1.112769795;0.926516882;1.019263954;1.005787703;1.448987802;2.05E+30;706401.0498;4438448.697;6.27E+12;1.48E+18;1.388137313
G#26;1.029;1.014396372;1.105232919;0.931025472;1.018027733;1.002375777;1.444072412;2.05E+30;705715.5562;4434141.614;6.26E+12;1.47E+18;1.389485674
G#27;0.87;0.894572209;0.614210709;1.416452021;0.93599094;0.74724385;1.076516665;1.73E+30;622353.8857;3910364.791;4.87E+12;1.01E+18;1.712911034
G#28;0.804;0.839856019;0.466011003;1.725281153;0.901564127;0.650881223;0.93769187;1.60E+30;584287.8324;3671188.724;4.29E+12;8.36E+17;1.912948563
G#29;0.861;0.887161162;0.592258129;1.453758012;0.931379119;0.733768683;1.057103669;1.71E+30;617198.0205;3877969.534;4.79E+12;9.85E+17;1.738030321
G#30;1.034;1.016857906;1.124143842;0.919811115;1.021116601;1.010914906;1.456374305;2.06E+30;707428.0449;4444901.497;6.29E+12;1.48E+18;1.386122111
G#31;0.877;0.900325757;0.631682109;1.38835656;0.939560622;0.757797112;1.091720219;1.74E+30;626356.6289;3935514.768;4.93E+12;1.03E+18;1.693800786
G#32;0.853;0.88056055;0.573220362;1.488083914;0.927258429;0.72187909;1.039974929;1.70E+30;612605.9749;3849116.861;4.72E+12;9.63E+17;1.760893608
G#33;0.936;0.948463623;0.793351177;1.179805396;0.969071961;0.849251637;1.223474157;1.86E+30;659846.1428;4145935.59;5.47E+12;1.20E+18;1.546235259
G#34;0.948;0.958179047;0.82952443;1.142823485;0.974953629;0.868396867;1.251055728;1.88E+30;666605.1633;4188403.768;5.58E+12;1.24E+18;1.51890317
G#35;0.933;0.946030885;0.784487004;1.189312246;0.967595368;0.844493933;1.216619973;1.85E+30;658153.6867;4135301.574;5.44E+12;1.19E+18;1.553200277
G#36;0.931;0.94440819;0.778617003;1.195709824;0.966609588;0.841328497;1.212059687;1.85E+30;657024.778;4128208.431;5.42E+12;1.19E+18;1.557873563
G#37;0.931;0.94440819;0.778617003;1.195709824;0.966609588;0.841328497;1.212059687;1.85E+30;657024.778;4128208.431;5.42E+12;1.19E+18;1.557873563
G#38;0.933;0.946030885;0.784487004;1.189312246;0.967595368;0.844493933;1.216619973;1.85E+30;658153.6867;4135301.574;5.44E+12;1.19E+18;1.553200277
G#39;0.988;0.990388424;0.958626226;1.03064153;0.994281935;0.933530068;1.344889857;1.96E+30;689013.2268;4329197.783;5.97E+12;1.37E+18;1.433514329
G#40;0.937;0.94927419;0.796321732;1.176660089;0.969563607;0.850840083;1.225762552;1.86E+30;660410.0537;4149478.746;5.48E+12;1.21E+18;1.543925476
